id,age,timestamp,trick_or_treat,n_mints,dress,font
ID1466,37,2015-10-25T11:50:54Z,No,23,Blue and black,helvetica
ID1467,41,2015-10-25T11:51:26Z,No,9,Blue and black,computer modern roman
ID1468,64,2015-10-25T11:53:06Z,No,12,White and gold,Helvetica
ID1469,31,2015-10-25T12:05:10Z,No,0,White and gold,wingdings
ID1470,62,2015-10-25T12:05:02Z,No,14,White and gold,Consola
ID1472,33,2015-10-25T12:16:39Z,No,4,White and gold,Optima
ID1473,36,2015-10-25T12:19:21Z,No,0,White and gold,NA
ID1474,30,2015-10-25T12:20:00Z,No,NA,Blue and black,NA
ID1475,51,2015-10-25T12:21:26Z,No,41,White and gold,jokerman
ID1476,37,2015-10-25T12:35:48Z,No,7,White and gold,Nightmare Before Christmas Script
ID1477,41,2015-10-25T12:39:50Z,No,8,Blue and black,Century Schoolbook
ID1478,49,2015-10-25T12:45:19Z,No,4,Blue and black,arial
ID1479,20,2015-10-25T12:59:28Z,Yes,Seven,Blue and black,Courier
ID1480,52,2015-10-25T13:04:11Z,No,NA,NA,NA
ID1481,31,2015-10-25T13:06:56Z,No,1,Blue and black,helvetica
ID1483,44,2015-10-25T13:15:20Z,Yes,0,White and gold,Cambria
ID1484,16,2015-10-25T13:17:15Z,Yes,NA,NA,NA
ID1485,14,2015-10-25T13:18:27Z,Yes,NA,NA,NA
ID1486,35,2015-10-25T13:19:00Z,No,NA,White and gold,NA
ID1487,38,2015-10-25T13:28:53Z,No,4,Blue and black,Helvetia
ID1488,14,2015-10-25T13:42:04Z,Yes,30,White and gold,NA
ID1494,57,2015-10-25T13:58:35Z,No,3.5,Blue and black,Arial
ID1495,38,2015-10-25T14:04:41Z,No,12,Blue and black,new times roman
ID1496,27,2015-10-25T14:05:42Z,No,30,Blue and black,helevetica
ID1497,36,2015-10-25T14:06:11Z,No,7,NA,Book antiqua
ID1498,51,2015-10-25T14:09:37Z,No,4,White and gold,Pringles
ID1499,53,2015-10-25T14:14:41Z,No,5,Blue and black,Arial
ID1500,46,2015-10-25T14:17:22Z,No,8,Blue and black,Chapbook
ID1501,50,2015-10-25T14:17:40Z,No,7,Blue and black,ford futura
ID1503,31,2015-10-25T14:19:34Z,No,3,Blue and black,georgian
ID1504,14,2015-10-25T14:24:58Z,Yes,4,Blue and black,Times New Roman
ID1505,26,2015-10-25T14:27:08Z,No,32,White and gold,NA
ID1506,34,2015-10-25T14:30:26Z,No,3,White and gold,Adobe Garamond
ID1507,24,2015-10-25T14:32:53Z,No,88,Blue and black,Times
ID1508,41,2015-10-25T14:42:29Z,Yes,7,White and gold,Times
ID1509,39,2015-10-25T14:42:52Z,No,0,White and gold,This one
ID1510,38,2015-10-25T14:44:17Z,No,3,Blue and black,impact
ID1511,34,2015-10-25T14:44:31Z,No,4,Blue and black,NA
ID1512,34,2015-10-25T14:59:05Z,No,4,Blue and black,Gentium
ID1513,34,2015-10-25T15:04:19Z,No,15,Blue and black,Garamond
ID1514,41,2015-10-25T15:18:34Z,No,4,NA,NA
ID1515,55,2015-10-25T15:24:02Z,No,7,White and gold,Times New Roman
ID1516,47,2015-10-25T15:29:35Z,No,7,White and gold,Copperplate
ID1517,37,2015-10-25T15:38:10Z,No,P,Blue and black,Zaps dingbats
ID1518,23,2015-10-25T15:39:48Z,No,NA,White and gold,Courier Monospace
ID1519,46,2015-10-25T15:40:15Z,No,27,Blue and black,Dingbats
ID1520,29,2015-10-25T15:40:41Z,No,4,White and gold,Noto Sans CJK JP Regular
ID1521,34,2015-10-25T15:43:24Z,No,17,Blue and black,Proxima nova
ID1522,35,2015-10-25T15:55:36Z,No,8,Blue and black,comic sans
ID1523,21,2015-10-25T16:02:23Z,No,19,White and gold,Helvetica
ID1524,43,2015-10-25T16:08:01Z,No,927,White and gold,NA
ID1525,56,2015-10-25T16:17:19Z,No,12,White and gold,Garamond
ID1526,33,2015-10-25T16:18:11Z,Yes,6,Blue and black,Garamond
ID1527,37,2015-10-25T16:22:27Z,No,4,White and gold,Don't have one.
ID1528,36,2015-10-25T16:24:51Z,No,4,Blue and black,Tahoma
ID1530,34,2015-10-25T16:30:16Z,No,5,White and gold,Bebas
ID1531,29,2015-10-25T16:30:49Z,No,0,White and gold,Avenir
ID1532,34,2015-10-25T16:33:21Z,No,3,White and gold,Arial
ID1533,35,2015-10-25T16:41:10Z,No,5,White and gold,comic sans
ID1534,28,2015-10-25T16:42:22Z,No,15,Blue and black,Fonts are dumb
ID1535,56,2015-10-25T16:42:51Z,No,3,White and gold,Frutiger
ID1536,20,2015-10-25T16:54:55Z,No,4,Blue and black,gill sans
ID1537,35,2015-10-25T16:55:17Z,No,NA,NA,NA
ID1538,62,2015-10-25T16:59:09Z,No,6,White and gold,Avant Guarde Bold
ID1539,54,2015-10-25T16:59:35Z,No,3,Blue and black,Times New Roman
ID1540,15,2015-10-25T16:59:48Z,Yes,5,White and gold,Times
ID1541,45,2015-10-25T17:00:23Z,No,3,Blue and black,Helvetica
ID1542,57,2015-10-25T17:00:42Z,No,4768,White and gold,fountain bleu
ID1543,33,2015-10-25T17:02:30Z,No,5,Blue and black,NA
ID1544,44,2015-10-25T17:09:29Z,No,7,Blue and black,anything I can read
ID1545,55,2015-10-25T17:10:30Z,No,3,Blue and black,Helvetica
ID1546,23,2015-10-25T17:10:44Z,No,6,Blue and black,Arial
ID1547,31,2015-10-25T17:11:00Z,No,None. Those are Sweetarts.,Blue and black,Pretty much any sans-serif? I'm not picky. Calibri's nice.
ID1548,43,2015-10-25T17:16:18Z,No,0,Blue and black,NA
ID1549,34,2015-10-25T17:21:04Z,No,34,Blue and black,Copperplate
ID1550,36,2015-10-25T17:21:05Z,No,7,White and gold,None
ID1551,31,2015-10-25T17:22:31Z,No,2,Blue and black,Baskerville Old Face
ID1552,63,2015-10-25T17:23:33Z,No,12,White and gold,my own
ID1553,31,2015-10-25T17:24:45Z,No,3,Blue and black,Helvetica
ID1554,44,2015-10-25T17:25:11Z,No,4,White and gold,TNR - 'cause we roll old school!
ID1555,34,2015-10-25T17:28:04Z,No,6,White and gold,Century Gothic
ID1556,46,2015-10-25T17:29:56Z,No,14,Blue and black,Times new roman
ID1557,53,2015-10-25T17:33:10Z,No,137,White and gold,all of them
ID1558,40,2015-10-25T17:34:39Z,Yes,7,Blue and black,Papyrus
ID1560,32,2015-10-25T17:43:21Z,No,3,White and gold,arial
ID1561,39,2015-10-25T17:44:37Z,No,0,White and gold,Goudy Stout
ID1562,77,2015-10-25T17:45:35Z,Yes,7,NA,bauhaus
ID1563,52,2015-10-25T17:46:54Z,No,3,White and gold,Helvetica
ID1564,40,2015-10-25T17:49:50Z,No,2,Blue and black,Wingdings
ID1565,74,2015-10-25T17:53:25Z,No,3,White and gold,P22 Johnston Undergroud
ID1566,41,2015-10-25T17:54:34Z,No,5,Blue and black,Nerve Tonic
ID1567,52,2015-10-25T17:59:50Z,No,4,Blue and black,Calibri
ID1568,53,2015-10-25T18:05:08Z,No,4,Blue and black,arial
ID1569,30,2015-10-25T18:07:00Z,No,5,White and gold,Roboto
ID1570,75,2015-10-25T18:14:38Z,No,14,Blue and black,P22 Jphnston Underground
ID1572,49,2015-10-25T18:15:44Z,No,12,Blue and black,NA
ID1575,31,2015-10-25T18:22:44Z,No,4,Blue and black,Arial
ID1576,56,2015-10-25T18:23:47Z,No,88,Blue and black,Batang
ID1578,39,2015-10-25T18:31:07Z,No,0,White and gold,Goudy Stout
ID1579,41,2015-10-25T18:39:34Z,No,NA,NA,NA
ID1580,27,2015-10-25T18:42:57Z,No,NA,NA,NA
ID1581,46,2015-10-25T18:48:56Z,No,9,Blue and black,Lewisham Shadowed
ID1582,43,2015-10-25T18:54:30Z,No,1,Blue and black,Cooper
ID1584,41,2015-10-25T19:02:00Z,No,4,White and gold,Helvitica
ID1585,39,2015-10-25T19:06:10Z,No,6,White and gold,Courier
ID1586,47,2015-10-25T19:07:51Z,No,0,White and gold,times new roman
ID1587,50,2015-10-25T19:14:11Z,No,7,Blue and black,NA
ID1588,36,2015-10-25T19:21:53Z,Yes,0,Blue and black,Papyrus
ID1589,51,2015-10-25T19:23:14Z,No,14,Blue and black,blackadder
ID1590,27,2015-10-25T19:24:32Z,No,4,Blue and black,NA
ID1591,43,2015-10-25T19:27:04Z,No,7,NA,NA
ID1593,26,2015-10-25T19:30:36Z,No,5,Blue and black,NA
ID1594,46,2015-10-25T19:30:46Z,No,6,Blue and black,Georgia
ID1595,34,2015-10-25T19:31:14Z,No,3,Blue and black,Droid
ID1596,32,2015-10-25T19:32:00Z,Yes,13,Blue and black,Optima
ID1597,55,2015-10-25T19:36:40Z,No,13,Blue and black,Old English
ID1598,60,2015-10-25T19:36:40Z,No,17,Blue and black,Caliber Pro
ID1599,69,2015-10-25T19:48:11Z,No,32,White and gold,garamond
ID1600,70,2015-10-25T19:48:35Z,No,1,NA,don't you mean typeface?
ID1601,39,2015-10-25T19:49:43Z,No,NA,NA,system
ID1602,46,2015-10-25T20:09:30Z,Yes,54,Blue and black,Garamond
ID1603,35,2015-10-25T20:18:27Z,No,4,Blue and black,trebuchet
ID1604,37,2015-10-25T20:18:44Z,No,3,Blue and black,helvetica
ID1606,30,2015-10-25T20:23:05Z,No,6,Blue and black,Arial
ID1607,45,2015-10-25T20:26:18Z,No,4,Blue and black,NA
ID1608,54,2015-10-25T20:32:20Z,No,NA,White and gold,NA
ID1609,44,2015-10-25T20:38:32Z,No,5,White and gold,Avenir
ID1610,30,2015-10-25T20:42:58Z,No,5,Blue and black,Helvetica
ID1611,58,2015-10-25T20:49:14Z,No,5.5,White and gold,zephyr
ID1612,42,2015-10-25T20:55:34Z,No,3,Blue and black,System
ID1613,33,2015-10-25T20:56:47Z,No,3,White and gold,"Helvetica, bitches."
ID1614,9,2015-10-25T21:07:22Z,Yes,6,White and gold,My handwriting
ID1615,61,2015-10-25T21:16:55Z,No,5,Blue and black,calibri
ID1616,27,2015-10-25T21:21:53Z,No,NA,NA,NA
ID1617,43,2015-10-25T21:25:35Z,Yes,6,White and gold,Times old roman
ID1618,38,2015-10-25T21:31:12Z,Yes,7,Blue and black,That fucking dress
ID1619,60,2015-10-25T21:42:15Z,No,578,White and gold,Courier
ID1621,40,2015-10-25T21:50:35Z,No,5,White and gold,Ocr a extended
ID1622,40,2015-10-25T21:53:04Z,No,7,White and gold,NA
ID1623,46,2015-10-25T21:57:22Z,No,2,Blue and black,Garamond
ID1624,40,2015-10-25T21:58:49Z,No,7,White and gold,Helvetica
ID1625,45,2015-10-25T22:18:35Z,No,0,Blue and black,caslon
ID1626,34,2015-10-25T22:32:43Z,Yes,11,Blue and black,Eras Light ITC
ID1627,48,2015-10-25T22:39:47Z,No,4,Blue and black,NA
ID1628,46,2015-10-25T22:53:07Z,No,8,White and gold,Helvetica
ID1630,45,2015-10-25T23:08:16Z,Yes,5,White and gold,Arial
ID1631,45,2015-10-25T23:26:04Z,Yes,2,Blue and black,Comic Sans
ID1632,29,2015-10-25T23:27:44Z,No,6,White and gold,Futura
ID1633,47,2015-10-26T00:06:16Z,No,0,White and gold,Times New Roman (PS I saw Blue & Gold)
ID1634,40,2015-10-26T00:22:29Z,No,NA,NA,NA
ID1636,27,2015-10-26T00:50:51Z,No,8,Blue and black,Tahoma
ID1637,34,2015-10-26T01:13:17Z,No,6,White and gold,Most anything serif. Screw san serif.
ID1638,51,2015-10-26T02:15:34Z,No,NA,NA,NA
ID1639,46,2015-10-26T03:58:33Z,No,17,Blue and black,Lucida Handwriting
ID1640,36,2015-10-26T04:00:19Z,No,5,White and gold,Helvetica
ID1641,35,2015-10-26T04:07:00Z,No,4,White and gold,it varies
ID1642,34,2015-10-26T04:07:56Z,No,13,Blue and black,NA
ID1643,44,2015-10-26T04:27:18Z,No,8,White and gold,Calibri
ID1644,48,2015-10-26T04:29:57Z,No,7,Blue and black,Verdana
ID1645,36,2015-10-26T04:56:43Z,No,NA,NA,Trebuchet
ID1646,29,2015-10-26T05:01:59Z,No,3,White and gold,Arial
ID1648,33,2015-10-26T05:15:47Z,No,27,Blue and black,Garamond
ID1649,51,2015-10-26T05:18:39Z,No,NA,NA,NA
ID1650,53,2015-10-26T05:20:47Z,No,3,White and gold,courier
ID1651,37,2015-10-26T05:21:51Z,No,4?,Blue and black,Helvetica
ID1652,42,2015-10-26T05:33:06Z,No,3,NA,Times new roman
ID1653,36,2015-10-26T05:41:45Z,Yes,0,Blue and black,Futura
ID1654,29,2015-10-26T05:43:46Z,No,5,White and gold,NA
ID1655,45,2015-10-26T05:45:56Z,No,8,Blue and black,NA
ID1657,49,2015-10-26T05:52:11Z,No,14,White and gold,Ariel
ID1658,35,2015-10-26T05:54:31Z,Yes,8,White and gold,Cooper black
ID1659,57,2015-10-26T06:13:30Z,No,7,White and gold,Garamond
ID1660,28,2015-10-26T06:16:51Z,No,0,Blue and black,Calibri
ID1661,47,2015-10-26T06:20:59Z,No,NA,NA,NA
ID1662,29,2015-10-26T06:40:52Z,No,12,White and gold,times new roman
ID1663,50,2015-10-26T06:31:09Z,No,7,White and gold,Times New Roman
ID1664,53,2015-10-26T06:33:08Z,Yes,5,White and gold,NA
ID1665,25,2015-10-26T06:35:02Z,No,7,White and gold,helvetica
ID1666,27,2015-10-26T06:37:23Z,No,NA,Blue and black,Helvetica?
ID1667,41,2015-10-26T06:37:55Z,Yes,4,Blue and black,remington noiseless
ID1668,47,2015-10-26T06:48:57Z,No,5,Blue and black,Baskervillel Oldface
ID1669,60,2015-10-26T06:48:59Z,No,NA,NA,NA
ID1670,33,2015-10-26T06:51:18Z,No,5,Blue and black,garamond
ID1671,47,2015-10-26T07:04:33Z,No,5,Blue and black,Univers
ID1672,31,2015-10-26T07:08:46Z,No,2,Blue and black,NA
ID1673,52,2015-10-26T07:10:08Z,No,0,Blue and black,arial
ID1674,33,2015-10-26T07:11:21Z,No,12,Blue and black,Hawaiian punk
ID1675,37,2015-10-26T07:14:27Z,No,2,Blue and black,NA
ID1676,54,2015-10-26T07:24:16Z,No,3,Blue and black,Brandon Grotesque
ID1677,19,2015-10-26T07:24:59Z,No,11,White and gold,Comic Sans
ID1678,18,2015-10-26T07:26:24Z,No,While you're on your computer? None.,Blue and black,Garamond
ID1679,34,2015-10-26T07:26:55Z,No,37,White and gold,Times New Roman
ID1680,32,2015-10-26T07:30:24Z,No,3,Blue and black,Century Gothic
ID1681,52,2015-10-26T07:30:35Z,No,5,Blue and black,Verdana
ID1682,41,2015-10-26T07:32:08Z,Yes,8,White and gold,NA
ID1683,44,2015-10-26T07:35:06Z,No,7,Blue and black,Calibri
ID1684,33,2015-10-26T07:35:50Z,No,5,White and gold,NA
ID1685,38,2015-10-26T07:40:30Z,No,3,White and gold,Arial
ID1686,42,2015-10-26T07:45:33Z,No,5,Blue and black,comic sans
ID1687,37,2015-10-26T07:46:02Z,No,3,Blue and black,Garamond Narrow
ID1688,27,2015-10-26T07:49:56Z,No,453,White and gold,helvetica
ID1689,44,2015-10-26T07:54:28Z,No,0,White and gold,arial
ID1690,48,2015-10-26T07:56:43Z,No,7,Blue and black,VAG Rounded
ID1691,50,2015-10-26T07:58:02Z,No,4,White and gold,Helvetica
ID1692,42,2015-10-26T07:58:45Z,No,6,Blue and black,Times New Roman
ID1693,52,2015-10-26T07:59:45Z,No,6,White and gold,TImes New Roman
ID1694,50,2015-10-26T08:00:40Z,Yes,11,White and gold,"Arial because you don't  have to scroll down for it.  If I have to scroll, I'm going to use windings and I don't  care if you can read it."
ID1695,61,2015-10-26T08:02:01Z,No,3,White and gold,Trebuchet
ID1696,38,2015-10-26T08:04:31Z,No,5,NA,monaco
ID1697,44,2015-10-26T08:04:58Z,No,72,Blue and black,Nearly Anything sans serif
ID1698,19,2015-10-26T08:14:53Z,No,7,White and gold,times new roman
ID1699,49,2015-10-26T08:19:49Z,Yes,6,Blue and black,Tradewinds
ID1700,24,2015-10-26T08:22:58Z,No,4,Blue and black,NA
ID1701,46,2015-10-26T08:30:20Z,No,26,White and gold,Tekton
ID1702,44,2015-10-26T08:40:10Z,No,3,White and gold,Ariel
ID1703,38,2015-10-26T08:46:35Z,No,13,Blue and black,TNR
ID1704,49,2015-10-26T08:48:34Z,No,0,Blue and black,Avenir
ID1705,47,2015-10-26T08:52:05Z,No,12,Blue and black,sans serif
ID1706,35,2015-10-26T08:53:08Z,Yes,6,White and gold,Verdana
ID1708,40,2015-10-26T08:55:27Z,No,4,White and gold,times
ID1709,50,2015-10-26T09:01:02Z,No,0,White and gold,Arial
ID1710,37,2015-10-26T09:07:06Z,No,8,Blue and black,Comic Sands
ID1711,17,2015-10-26T09:28:17Z,Yes,2,Blue and black,NA
ID1712,38,2015-10-26T09:29:23Z,No,3,Blue and black,Din
ID1713,16,2015-10-26T09:35:31Z,No,666,Blue and black,The letter Q
ID1714,32,2015-10-26T09:48:38Z,No,7,Blue and black,"Lumos (from Harry Potter), or maybe Garamond"
ID1715,50,2015-10-26T10:02:54Z,No,5,Blue and black,NA
ID1716,63,2015-10-26T10:30:40Z,Yes,5,Blue and black,Naked gypsy
ID1717,14,2015-10-26T10:36:58Z,Yes,4,Blue and black,Netflix
ID1718,33,2015-10-26T11:02:12Z,No,3,NA,NA
ID1719,55,2015-10-26T11:03:48Z,No,y,Blue and black,Helvetica
ID1720,51,2015-10-26T11:24:03Z,No,NA,NA,NA
ID1721,54,2015-10-26T11:27:04Z,No,27,White and gold,Comic sans
ID1722,51,2015-10-26T11:27:12Z,No,5,White and gold,Futura
ID1723,47,2015-10-26T11:44:02Z,No,"17. Seriously, leave some for the rest of us.",Blue and black,Garamond
ID1724,45,2015-10-26T11:54:05Z,No,8,Blue and black,NA
ID1725,20,2015-10-26T11:54:32Z,No,21,White and gold,Wingdings
ID1726,19,2015-10-26T11:58:04Z,Yes,0,Blue and black,pricedown
ID1727,24,2015-10-26T12:14:25Z,Yes,2,Blue and black,NA
ID1729,20,2015-10-26T12:29:54Z,No,413,NA,Courier New
ID1730,22,2015-10-26T12:34:47Z,Yes,0,NA,times new roman
ID1731,21,2015-10-26T12:43:22Z,No,none I hate mints,White and gold,jokerman
ID1732,14,2015-10-26T12:45:06Z,No,5,White and gold,Helvetica Neue Light
ID1733,35,2015-10-26T12:48:05Z,No,6,Blue and black,Skia
ID1734,38,2015-10-26T13:04:54Z,No,4,Blue and black,Garamond
ID1735,27,2015-10-26T13:06:58Z,No,4,White and gold,FUTURA
ID1737,31,2015-10-26T13:18:52Z,No,0,Blue and black,Georgia
ID1738,25,2015-10-26T13:28:49Z,No,7,White and gold,Helvetica
ID1739,39,2015-10-26T13:37:41Z,No,13,Blue and black,"it's ""favorite""!"
ID1740,16,2015-10-26T13:37:48Z,No,Twizzlers,Blue and black,Arial
ID1741,16,2015-10-26T13:49:32Z,Yes,7,Blue and black,Comic Sans MS
ID1742,13,2015-10-26T13:56:49Z,Yes,7,White and gold,Ariel
ID1743,13,2015-10-26T13:56:58Z,Yes,5,NA,NA
ID1744,52,2015-10-26T14:15:51Z,No,0. I can smell them on your breath.,Blue and black,Helvetica
ID1745,45,2015-10-26T14:21:53Z,No,8,Blue and black,NA
ID1746,45,2015-10-26T14:22:17Z,No,8,Blue and black,NA
ID1747,45,2015-10-26T14:23:17Z,No,8,Blue and black,NA
ID1748,45,2015-10-26T14:25:24Z,No,8,Blue and black,NA
ID1749,37,2015-10-26T14:34:53Z,No,4,White and gold,Helvetica
ID1750,44,2015-10-26T14:53:31Z,No,3,White and gold,courier
ID1751,51,2015-10-26T15:13:34Z,No,3,White and gold,Symbol
ID1752,33,2015-10-26T15:26:20Z,No,2,Blue and black,gil sans due to perversion
ID1753,32,2015-10-26T15:27:11Z,No,134,White and gold,NA
ID1754,28,2015-10-26T15:29:56Z,No,13,NA,NA
ID1755,36,2015-10-26T15:55:48Z,No,NA,Blue and black,NA
ID1756,17,2015-10-26T16:16:25Z,Yes,6,Blue and black,Moon Flower
ID1757,16,2015-10-26T16:26:36Z,Yes,5,Blue and black,NA
ID1758,17,2015-10-26T16:28:36Z,Yes,22,Blue and black,Century gothic
ID1759,63,2015-10-26T16:58:57Z,No,yes,NA,Droid Serif
ID1760,15,2015-10-26T17:08:55Z,No,7,White and gold,Times new roman
ID1761,40,2015-10-26T17:16:52Z,No,4,White and gold,Helvetica
ID1762,31,2015-10-26T17:21:45Z,No,1,Blue and black,NA
ID1763,58,2015-10-26T17:30:39Z,No,5,White and gold,Century Gothic
ID1764,47,2015-10-26T18:04:47Z,No,3,Blue and black,Arial
ID1765,19,2015-10-26T18:23:12Z,No,-9,Blue and black,Avenir
ID1766,20,2015-10-26T18:26:02Z,No,8,White and gold,Avenir Book
ID1767,35,2015-10-26T18:27:20Z,No,44,White and gold,Arial bold
ID1768,23,2015-10-26T18:47:34Z,No,3,Blue and black,Comic Sans
ID1770,38,2015-10-26T19:50:59Z,Yes,5,Blue and black,smelvetica
ID1771,45,2015-10-26T19:57:02Z,No,8,Blue and black,NA
ID1772,45,2015-10-26T19:57:14Z,No,8,Blue and black,NA
ID1773,45,2015-10-26T19:57:33Z,No,8,Blue and black,NA
ID1774,39,2015-10-26T20:09:42Z,No,33,White and gold,garamond
ID1775,35,2015-10-26T20:10:30Z,Yes,7,Blue and black,Comic sans
ID1776,27,2015-10-26T20:13:50Z,No,NA,NA,NA
ID1777,29,2015-10-26T20:15:20Z,No,2,Blue and black,Garamond
ID1778,29,2015-10-26T20:16:20Z,No,7,Blue and black,calibri
ID1779,25,2015-10-26T20:17:48Z,No,7,Blue and black,Arial narrow
ID1780,32,2015-10-26T20:22:35Z,No,9,White and gold,Futura
ID1781,37,2015-10-26T20:32:45Z,No,3,White and gold,Helvetica
ID1782,45,2015-10-26T20:52:01Z,No,644679543566684,Blue and black,C. difficile sans-serif
ID1784,33,2015-10-26T21:09:40Z,No,4.9,White and gold,Helvetica
ID1785,48,2015-10-26T21:13:05Z,No,Seven,Blue and black,The Fountain of Youth
ID1786,47,2015-10-26T21:26:40Z,No,12,White and gold,NA
ID1787,48,2015-10-26T21:33:43Z,No,Seven,Blue and black,The Fountain of Youth
ID1788,24,2015-10-26T21:36:52Z,No,5,White and gold,times new roman
ID1789,43,2015-10-26T21:40:25Z,No,2,White and gold,NA
ID1790,48,2015-10-26T21:47:53Z,No,Seven,Blue and black,The Fountain of Youth
ID1791,45,2015-10-26T22:11:45Z,No,27,Blue and black,Clearview Highway
ID1792,20,2015-10-26T22:19:30Z,No,5,Blue and black,Century Gothic
ID1793,32,2015-10-26T23:27:24Z,No,6,Blue and black,Comic sans
ID1794,41,2015-10-27T00:15:23Z,No,14,Blue and black,NA
ID1795,35,2015-10-27T00:56:23Z,No,3,Blue and black,Andulaus
ID1796,20,2015-10-27T02:30:31Z,No,5,Blue and black,Times
ID1798,48,2015-10-27T06:00:21Z,No,Seven,Blue and black,The Fountain of Youth
ID1799,27,2015-10-27T06:01:45Z,No,5,Blue and black,Gill Sans
ID1800,48,2015-10-27T06:31:01Z,No,Seven,Blue and black,The Fountain of Youth
ID1801,48,2015-10-27T06:47:13Z,No,7,Blue and black,"Helvetica, dammit"
ID1802,13,2015-10-27T06:54:18Z,Yes,infinite,White and gold,this one
ID1803,13,2015-10-27T06:54:43Z,Yes,infinite,White and gold,this one
ID1804,40,2015-10-27T08:06:36Z,No,7,Blue and black,Kohinoor Devanagari
ID1805,24,2015-10-27T09:43:37Z,No,6,Blue and black,Arial
ID1806,26,2015-10-27T09:44:00Z,No,12,Blue and black,arial
ID1807,24,2015-10-27T09:45:37Z,No,12,White and gold,comic sans ms
ID1808,57,2015-10-27T10:10:41Z,No,3,White and gold,Ariel
ID1809,32,2015-10-27T10:14:20Z,No,4,White and gold,NA
ID1810,21,2015-10-27T10:16:23Z,Yes,NA,NA,NA
ID1812,22,2015-10-27T10:29:26Z,No,5,Blue and black,the serif ones
ID1813,54,2015-10-27T10:36:01Z,No,7,White and gold,"NONE fonts are masturbation, content is mutually pleasurable sex with a partner"
ID1814,26,2015-10-27T10:39:07Z,No,69,White and gold,Wingdings
ID1815,45,2015-10-27T10:47:06Z,No,15,Blue and black,helvetica
ID1816,55,2015-10-27T10:49:12Z,No,7,White and gold,Cambria
ID1817,27,2015-10-27T10:52:31Z,No,9,Blue and black,fixedsys
ID1818,60,2015-10-27T11:24:54Z,No,2,White and gold,comic sans
ID1819,33,2015-10-27T11:38:02Z,No,16,White and gold,Papyrus
ID1820,45,2015-10-27T11:50:16Z,No,5,White and gold,garamond
ID1821,46,2015-10-27T12:02:28Z,No,NA,White and gold,century gothid
ID1822,29,2015-10-27T12:14:04Z,No,23,White and gold,Comic sans
ID1823,70,2015-10-27T12:15:51Z,No,NA,NA,NA
ID1824,39,2015-10-27T12:16:36Z,No,5,Blue and black,Helvetia
ID1825,53,2015-10-27T12:17:09Z,No,0,White and gold,NYT
ID1826,49,2015-10-27T12:18:23Z,No,42,Blue and black,what's a font
ID1827,17,2015-10-27T12:56:16Z,Yes,20,Blue and black,Anything script
ID1828,40,2015-10-27T14:26:13Z,Yes,0,White and gold,Arial
ID1829,46,2015-10-27T15:29:51Z,No,3,White and gold,comic
ID1830,39,2015-10-27T15:36:15Z,Yes,3,White and gold,Helvetica
ID1831,46,2015-10-27T15:38:52Z,No,3,White and gold,Garamond
ID1832,39,2015-10-27T15:39:55Z,No,4,Blue and black,Helvetica (I'm oldschool)
ID1833,42,2015-10-27T16:10:50Z,No,NA,White and gold,NA
ID1835,70,2015-10-27T16:14:22Z,No,6,White and gold,Baskerville
ID1836,49,2015-10-27T16:17:49Z,Yes,1,Blue and black,palantino
ID1837,26,2015-10-27T16:18:24Z,No,24,White and gold,Helvetica
ID1838,42,2015-10-27T16:22:46Z,Yes,5,Blue and black,calibri
ID1839,50,2015-10-27T16:28:43Z,No,7,Blue and black,NA
ID1840,42,2015-10-27T16:38:47Z,No,NA,Blue and black,NA
ID1841,37,2015-10-27T16:53:09Z,No,0,Blue and black,NA
ID1842,38,2015-10-27T17:23:30Z,No,5,NA,NA
ID1843,24,2015-10-27T17:25:18Z,No,6,White and gold,Roboto Light
ID1844,47,2015-10-27T17:35:55Z,No,42,Blue and black,Aller
ID1847,52,2015-10-27T18:16:33Z,Yes,5,White and gold,Calibri
ID1848,45,2015-10-27T18:27:48Z,Yes,3,Blue and black,Zapf dingbats
ID1849,16,2015-10-27T18:28:14Z,No,NA,Blue and black,Linux Libertine
ID1850,35,2015-10-27T18:33:28Z,No,37,Blue and black,Verdana
ID1851,45,2015-10-27T19:14:33Z,No,42,Blue and black,Calibri
ID1852,45,2015-10-27T19:20:38Z,No,4,White and gold,calibri
ID1853,46,2015-10-27T19:32:24Z,No,42,Blue and black,Garamond
ID1854,51,2015-10-27T19:34:51Z,No,5,White and gold,Geneva
ID1855,47,2015-10-27T19:54:01Z,No,4,Blue and black,futura
ID1856,47,2015-10-27T19:55:41Z,No,5,Blue and black,helvetica
ID1857,32,2015-10-27T19:57:13Z,No,37,NA,Raleway
ID1858,40,2015-10-27T19:58:39Z,Yes,5,White and gold,NA
ID1859,43,2015-10-27T20:05:54Z,Yes,12,Blue and black,Franklin Gothic
ID1860,37,2015-10-27T20:09:01Z,No,12,White and gold,NA
ID1861,26,2015-10-27T20:16:48Z,No,4,Blue and black,bullshit
